label,text
3,The cut was quite inconsistent and we had some very large pieces and some v tiny pieces and lots of vvv tiny bits of bones that had to be washed down the sink. 
2,order on 14 Dec receive on 20 Dec shipping a bit slow and the price is more expensive then the retail shop.
4,Great clock! Looks really good. Smooth movement and no sound. Only con is the clock 'engine' at the back and the dial face has a bit of moving space in between (left & right). Delivery is extremely fast! Thanks seller!
5,"Ordered on last Friday, received on Tuesday. Fast delivery. Very easy to keep but the mat is very lightweight too. Hope it won't move too much when my boy run on it."
5,Very worth it to buy during flash sale. Ordered the stingray and the portion given is very generous. Very happy with the purchase. 
5,Well received item as advertised. Yet to try but saw many good reviews on it
3,The bedsheet is nice. Ordered twice however errors were made twice. Wrong design given x1 time. Qty short of 1 x1 time. Therefore the three stars. 
3,Delivery could be faster
3,Fast delivery.. received in perfect condition..  so small see nothing 
4,Order took very long to come and Singpost put it in someone else’s mailbox. Item shorter thn expected. Does not fit my shoes. The Grey Shoelace colour is different from the pic. It will be nice if it fits nicely. Will use it for other purpose. 
2,Extremely slow delivery despite being forced to pay for express shipping. Quality not great too. 
5,Items received quickly and in order. Exp 2022. Was given jeju travel kit too. Very happy with the purchase! Thank you! 
3,Ordered XXL and item was like a medium. Very small. 
3,doesn’t work:( sadly it keeps disconnecting every second how
5,fast delivery. all came in right amount. nice seller. thank you
2,Delivery took 2 weeks to arrive.
3,Slow shipping and the lid came dented. 
1,Item is too small and different from what it show
1,No difference from regular towel in terms of drying speed.. 
1,"Very bad material, very weak metal, breaks upon tightening. Buy at your own risk "
4,Very comfortable and the size is just right. But it makes a weird squeaky airy sound. Still a good buy tho. 
5,Looks good and sturdy! Received it quite fast. The card slot seems a bit small
3,"Purple color is darker than photo. Delivery was quite fast, thanks!"
1,Its broken
4,Cracked on the tray itself.
2,"Second time I ordered from this seller, and yet the color I received was grey instead of light blue as stated in the picture. :/ "
2,"                     [SINGTEL] $25 Data Package Top-up/Telco topup/Mobile topup/eload话费充值/电话充值/手机充值,
                     [SINGTEL] $25 Data Package Top-up/Telco topup/Mobile topup/eload话费充值/电话充值/手机充值"
4,Not too bad for the price.. surface is matte for those who interested.. 
2,"Waiting time was 8 days.. and when i scan the qr code for all the masks, this page came up. its fake"
3,"Received but too 'big/long' , needs adjustment before can wear."
1,"Worse ever communication by seller. Don’t bother to reply and after two weeks of non shipping, when I submitted order cancellation, seller update the status to Ninjavan picked up. 
"
1,Can see ip6 is blue. But not ip7+. Can u see the diff? Seller insist ip7+ is anti blue. Is up to u to decide. Can buy ip6. But cannot say abt others other than the 2 mentioned. 
5,Fast delivery but material seems to be very thin but for the price is worth it..  Hopefully it can last long.. Tks seller!! 
2,"Delivery time is considered acceptable to me. Item rec'd in well packed packaging.  However, the  quality doesn't seem good .Size also kinda small to me.  Quite disappointed with it. Price is expensive for such quality. Not sure how durable it is.  Will probably provide more feedbacks after use"
2,Received product in abt 3 weeks. Made of good quality material. A bit pricey to me though. Hope it can be cheaper.
4,"Well packed and received in 7-10 days . Not bad considering covid situation. Color is as shown in the pic and fitting is good. Fabric is thin, so suitable for Singapore weather. Downside is that the product is singly stitched only and it looks weak. Stitching may break after few days. Time will tell"
1,"Ordered 100pcs. A lot of defective hooks among the 98 which arrived. 2 missing pieces. Price is cheap but packaging is bad. Seller should have used a box, not just wrap with bubble wrap and stuff into a thin polymail. Refund for defective hooks made through shopee wallet. "
2,"Good and thick,has a strong chemical smell but still acceptable. However, the mat is made from rubber so when i do workouts on it with my shoe, it rubs against the mat and make noisy friction sounds. Not suitable to do workouts involving movements as the mat will move and not stay still."
2,"Very fast delivery. Not liking this organiser. My flight is tomorrow but the organizer is already broken. Not a good quality. 
You get what you pay for. It's cheap but not a good quality. I think it's one time use only. Lesson learned, if you're a frequent traveller, i guess go for the good one. "
5,recieved the parcel..waiting so long
1,Freaking bad. Not in good condition. The box was damaged until the pop filter broken. Useless seller. Wasted my money.
3,Delivery took a while as it's from china. Not sure if it is authentic. 
5,"Ordered and received in about a week or so.
Both items were shipped in a good packaging.
Material seems good for the price paid.
Have yet to try, will use it when im free later.
Recommended! "
3,"Easy to fix although manual is not in English. Down side, they didn’t provide sufficient screws. "
2,"The delivery was super-fast. However, I only ordered the cheese flavor, the biscuit sticks have somehow shrank and not the usual size that I'm used to and very salty, not sure other types are same.    "
3,"The rubber band is cute, but not sure if the glue is strong enough to hold the eyes / eyeballs. 

Also, I thought I would get 3 pieces as the photo shows 3 pieces; but the seller clarified that it is 1 after I asked. "
1,Worst quality ever
3,"Pork collar shabu shabu
Received orders as scheduled, meat looks fresh, but  thawed and soft, very disappointed"
4,"Save alot of space for me, but very difficult to fix and Sides are flimsy "
5,"Received very fast after order, quality is good and recommended seller."
2,"Cushion is quite sofa not like the picture show to be for chair, softness more suitable as babies pillow."
1,Item wasn't authentic as the QR code unable to verify. Seller doesn't reply message at all
5,Authentic and fast!
1,Cant use it on note 10
2,Delivery took about 2 weeks plus. Mat came in good condition. Size is abit small for adults to use. The mat has got some dust accumulated on it. Better to wash it first before using. Merely satisfied with the product. 
2,The size way too small then stated. Mayb need 2 to 3 size bigger .. 
1,The size is very small. It's not the xxl size. 
2,Delivery arrived early than expected. Some of the corner edge found sharp.
4,Love the lightly salted ones the most!
5,Item came fast and it is in good condition too. However it was folded instead of being straight 
1,"Same product 24/5 order today alreay receive, but 13/5 order one until now still never receive and reply me items sold out need to wait again! 😓"
1,The logo on both sides are not aligned and the stitches on the white logo is crooked so if someone looks closely they can tell lol... And theres a torn as well as shown on photo 2. Sigh... 
4,"Ordered skin colour but received blue !
Sewing thread not bad for the price paid."
1,"Works well but be careful when you are pasting it, hard to get it off

Edit: changing to 1 star, dropped after putting for one night, the tape provided wasn’t that sticky afterall"
2,Music not playing this time for yellow and pink shark.
5,6*9cm card sleeves were able to fit all of my normal sized photocards nicely while 8*12.1cm is a bit bigger than expected but that’s okay because i still love it! will definitely buy more in the future! ☺️
2,Item received but not to my expectation. It is too small
1,"Very bad attitude seller, no room for exchange!

Buy at your own risk! No-Exchange although its not stated on shop rules 

"
1,It's just a piece. There is no way to connect it to an actual antenna.
2,Cutting and size is small. Even though I bought an M which usually I am an S it was also tight at my waist and butt area. Material is ok except the inner part is more a lining than elastic type for sports 
4,"Fast delivery and the item works. However, the packaging could be improved as it was just in a plastic packaging."
2,"Item received today. Damaged box but bubble wrapped nicely. 
Update: Most of the capsules are not filled fully to its content. "
5,Fast delivery and great quality socks. Socks were packed nicely. 
5,Item received with good condition
4,Items came quite fast. They're bigger than expected. Still the items are great
2,"Too Narrow , quite a poor fit ! Im wearing a Size 42 abt size 9US. The width is good only for a size 4-5 US . Too much gap, poor fitting ."
3,"Material is so-so, price bit expensive for price paid but size just nice for kids. Thanks. "
1,Very bad. Strengthless wind.
1,"No picture to show. Actually didny receive but have been too busy, could only look into it now. I didnt receive the items....."
5,Fast delivery within a week. 
5,Material is rough and received in good condition
1,doesnt even look like the picture and got a very strong and smelly smell ! so expensive yet so poor quality
2,Very low quality.. Better don't buy.. 🤬
3,"Received the screen protector. however didn't have all those wet , dry , absorbtion paper.......... "
3,The 2 random games are not from the list stated. One of the 2 random games is R2 😕
1,tried and then due to material tore.. bought 2 both tore..
1,"Many threadings on e entire dress...! Also e logo only half stitched & peeling off...! Material super thin & not elastic, very uncomfortable material to wear as material ‘sticks’ to ur body...! Size on chart no tally with physical dress, it’s like a ‘medium’ size instead of 3XXXL... Not recommended!"
4,"Item received in good condition . Delivery took a while but if you are not in hurry, can afford to wait for a bit. Good price . Recommended "
3,"Fast delivery. The last pic show that the side came out. Manage to fold back in. 
Hope can last. 
Ordered one size bigger and fit just nice. 
Have to double up. "
5,"item received in good condition! have tried it and it feels rly comfy as well. 
"
1,The clip is broken
1,U get what u paid.
5,"Came pretty fast, at least faster than most of my packages. Classy & cheap "
4,Delivery pretty prompt. Item well protected. Tried out cable and it is working fine as claimed. Can buy again.
2,Lack of flexibility. Easily torn. Not recommended.
2,"Hi just received item. Pasted 1 unit onto painted wall. I tried to remove the item to readjust position but I torn the wall. Please let me know how to remove item if I need to readjust position. 
Also cannot used to hold my iPhone 8. "
1,"Bought 3 bottle came super late & received 2 bottle and 1 spoil without the top part and and separate packaging , spoil bottle bubble wrap soap all spill out and other 2 no packaging .. contact seller but seller replied "" ???"" "
2,Not smooth and can only punch thin paper
1,"Ordered a clear one, but did not receive a clear case. Instead, a white case. Very disappointed "
2,"Good buy, delivery took a while to reach. The strap size s is too small for apple watch series 5"
1,"Quite a crappy product unfortunately... bought 3 different sd cards which are costs $30 each,spent about $90 just on sd cards which are now kept in my car and not in use. The camera couldnt detect any cards no matter how many times i tried and whichever card i used. Very bad experience with this cam"
1,"I am not very certain this is the original Aulora sock.. coz it don’t seem to be authentic 
I took more than a week to write this review as after wearing there was no difference to the condition of my feet ."
1,Not functioning well
5,Very delicious.
2,Well packed nice casing but not worth it totally useless can’t even fit onto your teeth very loose. 
1,Fake 
3,The hole too small for e string to pass thru.. else overall simple kids camera.. 
4,Item received in good order with a minor defect to the side sole but acceptable.
4,Quite pretty. Quality not superb but good enough just for casual wear
5,Good value fir for purpose. Got it for my 6 yo son
2,It works but grip wasn’t good.. 
5,Bought 2 sets and quality not bad. Delivery took about 1 week. 
5,"Awesome packaging to protect the palette. I'm pretty satisfied, colours are pigmented, just that I think it would be good if there were more matte colours. There were also stains on the palette that I had to wipe off. But overall other than those flaws this is super cute! Worth it! "
2,Small n power no strong. 
5,Received in a good condition... fast in delivery
1,The packaging was bad - was folded into half upon delivery which damage the product itself. The suction caps that was provided cannot even secure the windscreen windshield properly on the windscreen - drop off after 1 minute. The Daiso $2 windscreen even more long lasting than this one. 
5,"Ordered on 13Jul, received on 14Jul. Like this product. Value for money. Repeated order."
2,"Tottally disapointed, bad shipment, no battery, bad packaging. Its just paper box and spoiler. So disapointed"
1,"Have rcvd both items. 

The lights is a fake. No sensor at all. So pls do not advertise as sensor lights. "
3,"I feel abit confused. I bought a 4XL, but it doesn't look like it."
1,Size was big eventhough size s. Material not good. And order were given wrong. Not recommended. 
5,"Cute dress,  love it "
5,Item delivered as per pic. tested and works well. thanks... 
2,Received not the same model as the picture.
2,Disappointed. Received with the shields all dented at the side n the top. Delivery took abt a week. 
1,Sizing is too small for 3xl .. and the pants has holes where the stitching is ( Not even worn )
3,Product does not work very well with my machines. The coffee is quite thin. Not the same as Starbucks or nespresso capsule it's quite expensive too wont buy again 
5,"Items as advertised
"
4,Good phone but don’t know how to replace the batteries. Well a problem that 1-2 years down the road lol
3,"The whole food container is too small, after adding water it’s really hard to cook. Prefer haidilao option. Regardless extremely fast delivery, thank you "
3,"as u can see, i ordered blue and and purple, but what came is blue and navy"
5,Cheap and good. Delivery is fast.
4,Item is tasty. Glad to be able to try it out at flash sales. Will consider buying again as gifts etc. would be nicer with more strawberries at this price point. 
2,"Package sticker tempered and resealed. Not even close to the real thing, flimsy and cannot fit properly. Regret buying"
2,"Delivery was quick, however product wasn't what i had expected. Light shines through the product and is ugly. Pairing is pretty difficult. Sound quality is ok for the price. Didnt receive any changeable eartips. Reccomend spend a few bucks more to get a Haylou GT1 or something. "
3,The straps are stiffer than previous purchase.Different quality and brand.
1,"This is rubbish , paid $44.17 for all this item !! I requested item to be sent with atleast bubble wrapped! Instead , item sent only in polymailer! Shud give 0 stars!
Will not buy items in bulk again from your shop! Please do something 
"
3,Product delivered is abit dent but still usable
1,Real cheat and want people pay  for a watch that is not a female watch it is a male watch will not order from this store at all 
1,Even tho I got refund I still don’t feel happy. Delivery took very long and now I have missing order. Seller don’t even bother saying something. 
3,"very small, hard to use! not recommended to buy if you are looking to store big plastic bags."
2,"Blouse looks lovely, received in good condition, sewing's not the best but that's fine - my issue is that the cutting is strange and the shoulders are really really narrow =\ Makes your top half unflattering as it stretches at the shoulder and takes the rest with it. Don't recommend tbh. "
1,Material is very thin compared to the one I bought previously from another seller. It is hard to use as material is thin
5,Received within 5 days of order. Products are working well and the fast charging using the USB-C lightning cable is really quick.
5,Many time buy this seller recommended n good product 
5,Very fast delivery! Items received safe and sound.
4,Design is like in photo. Material is not very soft and feels kind of itchy on skin. Overall does the job
5,"Got the voucher a few minutes after paying. But have not gone to redeem yet
"
3,Received with not in good condition although the light are working. Pls see the photo. 😔
1,"Lousy material. Dont even have size tag on the blouse and can despatch as S, M,, L or XL as seller want. Buyer pls read previous review, see how seller respond to buyer review. Dont trust this buyer, buy at your own risk. If seller not going to improve in your service, you will not last long . "
4,Have not tried it yet but was surprised the package was so small. Wonder how long one can last.
3,"Quality is still acceptable, bought two but one was better than the other. Black one has a spot of rust on it."
5,cheap & good quality!
5,produxttt wasss gdddd and fast deliveryyytyy and easy installation 
5,"Bought for my new born nephew. My sister likes it a lot, especially with the mickey mouse theme. "
2,"Ordered on 2Jun, delivered on 17Jun via Singpost, took too long to arrive for local delivery. Brushes are in good condition. "
5,"very soft to touch, yet to try, wash first"
4,"not true to photo
but $3, complain what amirite
the blue one zipper is full black not white and red"
2,"Ordered on 23 June, received on 1 July. The plastic is dented in several spots. The bear is bent too. When worn, the shield is slanted to one side. Wouldn’t recommend to buy. "
1,Nothing was being received. Standard protocols like notification of delivery and signature were ignored. They just simply took e driver word for it. Don't know why shopee has drop the bar so low. Till date nothing was received. Not e first time already. Buyers beware of shopee n their mart. Mfs. 
3,"Not bad for the price, item received in good condition thanks"
3,Quite big for M size. 
5,Light and comfy . Good buy . 
2,"don't buy as gifts. some bottles doesn't have a cap, some are leaking, some are dented, and the print of some bottles have faded off. 
scent is ok, but underwhelming. probably not authentic.
took a while to be shipped out. i had to request for a cancellation then seller finally shipped out my item"
2,"The camera cover protection very loose.
Keep dropping off. "
2,The quality so so. I think will not last too long for it. 
4,"Delivery took pretty long, around 2 weeks or more. Product was alright."
1,"So dissapointed with the service, shipping take a long of time, delivered too, ordered 2 of the blusher but at the end of the day i only received 1 of them, incomplete product. "
5,Fast shipment. Item receive in good condition. Amazingly it works well without effort. Great product and hope it is durable.
4,"Total purchase $40 and $10 voucher reduction, paid $30. Order on 15 Dec and received on 17 Dec. Outer package n inner packets were wet when received, fortunately items are well bubble wrapped so not affected. This seller has standard, generous with freebies. Satisfied with these beautiful items."
3,Didn't know is plastic. Price that pay for. Consider worth it. Hope it last
4,Item in good condition..
3,Ok. Very thin quality. Overall decent for the price paid for the cap.
1,No qualility....spoilted on the 2nd day usage....Try to recharge but it doesnt work at all...purchase from another seller the same item  and $$ much cheaper... qualities function satisfied👍👍
1,"Ordered Rose edition, item not as Photo. Seller is extremely not responsive and unfriendly. Seller claim the product is newer version but should had update the photo as well. Because the smells and size is different! Not recommended seller! "
5,"delivery still ok, haven taste product hope is good. 
"
5,The colour is nice and received items on time😊
1,"Not worth the price, not true to size "
3,Thin and stretchy. I bought XL. Still feels tight. Would have been better if thicker.
1,"Yet to receive after almost 2 months. Buyer will try to drag the time by asking U to wait till the Shopee extension is over, hence, it will become auto completed transaction."
1,Not recommended😥 
4,"Items received fast and in good condition 
"
3,Seller took more than 3 days to ship out the item whiler it stated at the listing 1-3 days
4,I items received nicely packed. But 1pc is a little dented. A little disappointed...
1,Bought 6 items during flash deal and only received 2. Not sure if seller overstated stock or simply didn't want to complete the order due to lower prices. No explanation given. Will not recommend at all. =(
5,"Item received as described,fast delivery and ordered more.Hopefully it can come soon too"
4,"Received after 14days on the date of purchased. Mixer is very pretty, but there’s a dent on the top and the inside of the bowl, is acceptable. Speed level 1 is very powerful, and quite noisy too. Overall, is worth the money🙂"
4,wow ! for $10 its really worth it works same with those $100 haha maybe not silky hair but it straightens !! amazing !! happy buy BUT it doesn't close well when put tgt.
4,"Box came in absolutely shit condition, but the product was fine. Please pack them properly next time."
2,"Upper material is thin, lower is rough. The pedal doesn’t look as nice as it is. Overall can’t expect much given to the prices paid. "
4,"Mirco usb cable missing, message the seller however no reply. Small issue but overall still ok "
2,I done alot of uv sticking but this time there are bubbles after 8hours. The phone was not used or touched for that 8hours. Very disappointed.
4,item slightly smaller than expected but it fits just fine. material on the inside is abit rough but i guess it’ll be okay after a few washes. 
2,took quite long to receive but yet to try it.. will try soon. overall ok.
4,accurate to picture and sizing fits! my only concern is that it's quite thin but apart from that it's not bad!! 
1,Did not even get my product
4,2nd buy. Good quality. 
3,"Ok, worth the money."
5,Was a bit folded when received. zip is working well and design is very cute. Very cheap price on 9.9 with free shipping 
3,"Super fast delivery - ordered on 16/4, delivered on 18/4. The seller didnt have the size i wanted so she text me for alternative which was gd.

What i didnt like is the shoe looks like has either been worn before or been in storage for quite some time. See picture for more details. And I paid $16!"
5,"Order received as expected, works after rubbing awhile but pretty small sponge. "
2,Green does not look the same 
4,"Overall look is good.
Material & feel wise could be more sturdy.
Design wise the minimal height could be shorter.
"
5,Item received in good condition .Yet to use 
4,too small for my hips
1,"It has very obvious scratches and seller refused to exchange, they would rather refund me $2 which I did not accept. Very unpleased with it honestly. "
2,Not sweet at all 
3,The finishing of the pieces of boards is quite nice.  But we had two pieces of boards which were cut too short.  We ended up improvising and not having a drawer. 
2,"Delivery was pretty fast. Quality of the sound is not that great, but is easy to use and connect. 
Edit: pink one works fine, but the black one can’t be switched on AT ALL no matter how long I charged. The casing lights up, but the earphone itself has no light, and no response at all."
2,"The sowing is very off, one side is higher than the other which looks really weird."
4,the item was nicely packed.  thanks seller
4,Previous purchase seems more rigid and durable. 
5,Item material is slightly thin but suitable for spore weather. Intended for home wear. Nicely sewn on logo with pockets. Worth the buy definitely! Cutting slightly smaller than expected but still wearable.
2,2 patterns are smaller then the rest. I ordered all in size XXL but comes in 3 XXL and 2 in M size. Quite disappointed. Quality not so good.
2,The packaging box was damaged when received. But the product was ok. There is no product seal on the packaging and the secure QR code was not working to ensure the originality of the product. So have doubt if it is authentic. 
2,Order XL but is like S size ...
3,"Wifey bought size 26 as always and it was smaller than expected, delivery is quick though. Decided to give it away. "
4,Complete set...yet to try...looks good.
4,"Power is button press instead. Not turning knob as shown in listing.
Working fine though"
4,Pretty satisfied for the price - except it came with 2 little black spots on top that can’t be removed. Fit and feel are both ok. 
5,"Fast delivery 
Bundle discount very good deal
Not yet try
..."
2,Product is of low quality... Fingerprint everywhere. 
4,Items took about 2.5 weeks to reach me. Do not actually like the socks because of its cutting. Cant complain as its inexpensive.
4,Easy to assemble but a bit shaken. Looks good 
1,Trying to cheat or what. Received only 49 pcs after checking twice. Paid for $39.90. Bad 
4,Item is working as per description 👍
4,For its price it’s pretty okay 
3,material is good for price paid. but somehow its not fitting. Its slighlt translucent so body con needed. 
4,"Fun to play with
At first, but spoil quite easily esp if the kids do not handle with care."
4,"Receid in good condition. Material is thin and comfortable, but need to air awhile to let the material smell go away.
Delivery took about 2 weeks.
Bought at 99c during flash sale.
Thank you seller n delivery. "
1,"1. Delivery Time - 5/5, 8days to deliver
2. Delivery Quality - 1/5, Poor handling, box was dented but the controller was not damaged
3. Shipper response - 3/5, reply within 1-2 days
4. Product - 1/5, difficult to configure on android, ios and pc"
4,received item ..size just fit well .. no box 
1,It's not even the same as the photo. It's not long sleeve.. this is scam. 
2,Not received the free gift ! Very disappointed !!!!
4,Took 3 weeks to arrive. Not easy to use.
1,Totall not sticky. Just a rubber. Cannot hold handphone which suppose.) 
3,Material not as soft but price is ok
3,"Worth for the price, won't get it at its usual price given its quality."
4,Good but small
1,Too small opening for toothpaste 
2,"Too small and too tight for adults
Maybe for kids is better
"
2,"Item not very good material, seems may not last. There are other better options at the same price. Prompt delivery."
2,order 4 but deliver only 3pcs. msg the seller but they thank me instead of rectifying the issue. oh wth. 
2,It came bubble wrapped but visible scratch on lens 
5,Received the item very quickly. Item is of good quality. Would purchase from seller again
2,"The delivery guy was very rude
"
5,Perfect packing and delivery...... 
2,One side not wking wtf
1,I received the items but I order XXL but I received Small material soft but very thin I can't use at all. Very disappointed with the quality and size. Thanks anyway for sending the items. 
3,Parcel was missing during to issues with Ninja van which was resolved internally.
2,Print is faint and one of the pin bent 
4,A bit shaky and not stable especially the one without bottom shelf. A bit scratch can be seen but not a big issue. 
4,Rating of 4 stars is due to the lengthy local delivery time..
5,Love this but I wish I had gotten the yellow one. Might repurchase :) I’m a B75. This piece is in size M.
1,"Pressure not strong
Leaking from all sides
Have 3 modes but the same"
1,Extremely unresponsive seller!
5,Perfectly delivered without smashing the film will buy more!!
3,Kids comment the mask is smelly ....
3,"A little too dry. Should add in more waterchest nut 
"
1,Shipping took longer than stated (even extended the shopee guarantee) which was understandable due to the current situation but still ended up not receiving the item at all even though it was insisted that the item was shipped. 
2,"Receive in good condition however it doesn’t come with the charging cable. My friend who bought the xiaomi earbuds from the official store located at Vivo told me that it should have a charging cable inside the box. However, shopee Xiaomi doesn’t provide a charging cable.
"
3,"Order received after 3 working days. A bit disappointed that the box came quite dented, won’t be suitable if you’re giving to others. Told seller about it but no response. Poor customer service 😕 "
4,Received in 11 days. Looks different from picture. The shade of pink IRL looks really childish and kiddy while the picture looks more mature. Material is uncomfortable. Stitching not good. 
1,Ordered another design but seller sent another design. Message seller but no respond . 
2,Material does not match pricing of SGD 1.8 and items hv many visible scratches 
2,没有想象中的好看
5,"Donno my how many times purchase, no wear and tear even at the thigh when rubbing."
4,"The pads are alright, don't have a very strong hold but acceptable for the price "
5,"texture of lipsticks are soft, 
very smooth when applied 
 ordered on 27 april 
received on 6 may 
seller is reliable & happy with my items!
"
5,"Received code within 5min through sms.
Will buy again in future!"
4,"Items were received very quickly! Even though they were bubble-wrapped, all the boxes had dents here and there."
5,This is cheaper here with coupon. It really works the filter turn brown. 
2,"The table is slanted, wheel is not moving smoothly. 
Second item sent is of wrong size. Given discount buying something not of the size not what i want. Should improve quality check and full refund of items that is sent wrongly. Need improvement. Better wheel will make much difference"
2,"All I shall say is that when I got the t-shirt I noticed a number of anomalies, including labels and tags that were not present and which you would expect on a genuine UA product. The colour was also not the colour I ordered. "
5,2nd order. Like the item very much. Useful. 
4,Delivery was somewhat on time...... items delivered as per description...... driver was nice and polite..... overall good impression. Worthy purchase... will buy again soon
2,"Didn't take too long to arrive and received in proper condition. Disappointingly, the tee looks nothing like the picture, the sleeve is much shorter. Cloth material is thin and doesn't feel comfy. "
4,Pricing is good but material a bit thin. Hope it dont break easily 
3,received it but quality of lashes seems very different from the pics n the lashes looks distorted. except for 6D-020 looks ok...the other two types...i dunno whether to use it on clients or not.
4,Cheap price. Strap is a bit short.
3,"All the cups are dented when received. Ate the noodles, not very nice."
1,Really slow delivery and badly damaged for this item. Bought so many but 3 week and still haven't receive 
4,"Fast delivery and product is exactly as listed. 

Used a few times before the internal threads started getting in the way of my finger nails. Will buy again. "
3,"Delivery took awhile, order on 13 May only received it today. The thermometer have a dot and some scratches on the screen however tested the temperature and is working. "
1,i think something is wrong with the kettle it takes up to 7 minutes to boil and sometimes there's sound sometimes there's no sound
4,item received promptly from the seller and overall ok for the price. yet to use
5,Hope this product can lighten my scars.
5,Looks good. Arrived in perfect condition. Can clear up some space.
1,Bad fitting with wrong measurement at hip as compared to another seller. No response from seller on the fitting. Better to buy from other seller who gives accurate measurement. 
3,Material too thin . 
1,Disappointed after tried for several days. Water droplets keep coming out even with one nozzle . 
1,Material very tin. I am not sure if want to wear it
3,Smells nice but thin. Crispy but prefer thicker and more fragrant. 
2,"Received in good condition. The stick is a little filmsy. Did not receive the remote control shutter. 
"
2,I asked for size L for all 3 colours.. received 3 different sizes instead. 
5,Product received in good condition. Hair clip is very nice and it sparkles! Thumbs up! Will buy again.
1,Unpleasant experience. Seller mailed the item via singpost and Unfortunately there's a shortage in the postage and i had to collect myself at the post office and pay $1.80 to get my item. Informed seller and requested for a refund for the $1.80 however seller was online but didnt bother to response.
1,very thin. not sure can last or not. 
4,"Easy to assemble, clear instructions. A bit small for my big cat, will be very fun for smaller cats and kittens."
4,very good. haven't had a chance to try the weights out but the quality seems alright
2,Item was dent when arrived
1,"after hand wash there are some thread/polyester coming out. 
"
2,"Is waterproof material, so comfort may not be as good as cotton. Color wise is good and bright"
3,Item well received. Material quite thin. Size is way smaller than expected.
5,Fast delivery with great quality
1,Received empty package. Hmm. Seller gave voucher though..
2,Poor quality. Rope has lots of fraying 
1,Item came in a bad shape. Material is very very cheapo and flimsy. Plastic is way too thin. I expected better. Highly not recommended. 
2,The water cannot fill more inside. And the shop not really respond on the msg
4,comes with a kind of weird smell but quality is pretty good for the price 
5,thank you for the service that is very satisfying the feeling of wanting to always shop in your shop not long delivery of goods is very satisfying
5,Awesome product will buy again if only they still have the black color
1,Cannot charge . 
4,"For this price, the sound quality is not bad. 

"
2,quite dissatisfied.  poor packing. only 10 received.
5,This is my second order. And this time I ordered 2. Cos they work very well. Less washing of bathroom mats = less water and detergent = better for the environment. I highly recommend 
2,Too slippery 
2,The card holder to small 
1,"Ordered rose gold but red came instead. Went to check the listing again, realized the rose gold option has been changed to rose red but my order details still said rose gold. Please display the correct options. Wouldn’t have chose the so-called “rose gold” if info has been displayed accurately"
2,Too expensive when including shipping fee.
4,The clip didnt expect so small.. but still value for money
5,"Received the items in 12 days, which I think is acceptable. Material feels smooth. "
3,1 side of the leg cannot clip. Keep falling out
5,The material is good. Stretchable and comfortable. Delivery is fast.
3,great buy though quite sheer for the material. would suggest to wear an inner lining inside to prevent any showing of skin
5,so cute😂
1,Thank you. Well receive with thanks. Product not same as advertised. 
1,"Disappointed with the real, different with the pictures"
1,"twice i requested for a receipt, absolutely no response. Bad servicve
"
1,"Lousy, just normal high waist panties. No effect on reducing tummy as not tight enough."
4,Sound a bit weak and distorted. 
3,"Quality is not as per expected. Non streatcable, rough. Fast delivery."
3,Hopefully useful 
3,the 2 measuring cups came in a box that said silver water jug.  upon opening up the packaging found the 2 measuring cups which are glass.  i guess the vendor could only find an alternative packaging and not one that was Scheid Becker.
1,"Bought and came pretty fast. However, i bought it to cool my cabinet power supplies. The 2 units died on me within 1 week. Does it has a running capacity of only 100hrs?"
2,The size is very small. My feet size is US 8.5. Unacceptable if it states men socks. 
3,Product is good but the only downside is that it is veryyy hard to remove even with make up remover. 
2,"Ordered for my gal, wrong size given, asked for 86-92, got 74-80 about one week, haven’t tried yet. Hope can last long"
3,"thought it would be bigger but thats ok! clasp is very secure, the bottom is a little loose, hoping itll be fine :)

edit: 
1 side clasp is rlly loose & it makes a super annoying sound"
5,Received the goods and well packed.
1,So fast tear. but what to expect at this price.
1,Delivery was extremely long. Have not try it yet and hope it’s all worth the wait
3,item arrived as describe
4,"Thin but value for money product quality button holes to be cut yourself
"
2,Didnt receive until now
5,Tape was packed in bubble wrap. Delivery was fast! In time to put up my cny decoration. 
1,i placed an order for two bottles but i only received one 
4,"Product arrived quickly, about one week after the purchase. Colors and the brush were in good condition, but the box was dented. "
4,ordered on 26th May and recd on 2nd june.  sound is loud and difficult to close the cover..having say that at this price it's still a good buy.
3,Ok for the price. Seems like quite watery compare to those shoe glue
2,The nails have colours. The glue really bites on to skin. I dont know if it is really healthy for the nails and surrounding skin.
3,Buttons not the same. Disappointed but overall ok........
1,Bought 2 from this seller but one of the lipsticks has expired! Mfd is 2017 Feb and this lipstick can only last for 3 years! Pls beware if you are buying this!!!!
1,Item came in good condition but not as seen in picture..the bra needs to unbuckle the clip den can insert in the pump funnel..
2,I've received the clothes but stitches of pant are proper as pant got torn immediately.  
4,Delivery took slightly longer but considering the situation not much complain. Seller packed it in a layer of bubble wrapping and gave samples too. 
3,"I selected the dark pink option, received the light pink one and the keychain doesn’t even match the AirPods case. But still fulfills its purpose. "
5,Fast delivery and nicely packed with paperbag. Received my tarts the next day. 
1,"Item looked similar to the picture. However, delivery time took longer than average. The pop-socket itself wasn’t sturdy and ended up breaking apart within 3 days of usage. Could not handle general wear and tear. Utterly disappointed and would not repurchase as it couldn’t serve its main function."
4,"item received all in order,  well packed"
1,Size small and quality not good
